"DATE","PLAYER_FULL_NAME","Cluster","season"
2017-11-05,"Aaron Brooks",0,2017
2017-11-08,"Aaron Brooks",0,2017
2017-11-17,"Aaron Brooks",0,2017
2017-10-30,"Abdel Nader",0,2017
2017-11-01,"Abdel Nader",0,2017
2017-11-06,"Abdel Nader",0,2017
2017-11-10,"Abdel Nader",0,2017
2017-10-30,"Alfonzo McKinnie",0,2017
2017-11-01,"Alfonzo McKinnie",0,2017
2017-11-14,"Alfonzo McKinnie",0,2017
2017-11-15,"Alfonzo McKinnie",0,2017
2017-11-15,"Alfonzo McKinnie",0,2017
2017-11-17,"Alfonzo McKinnie",0,2017
2017-11-17,"Alfonzo McKinnie",0,2017
2017-10-31,"Andrew Bogut",0,2017
2017-11-08,"Andrew Bogut",0,2017
2017-11-13,"Andrew Bogut",0,2017
2017-10-28,"Ante Zizic",0,2017
2017-11-01,"Ante Zizic",0,2017
2017-11-03,"Ante Zizic",0,2017
2017-11-05,"Ante Zizic",0,2017
2017-11-15,"Antonio Blakeney",0,2017
2017-11-18,"Antonius Cleveland",0,2017
2017-10-25,"Bam Adebayo",0,2017
2017-10-21,"Bobby Brown",0,2017
2017-10-27,"Bobby Brown",0,2017
2017-11-18,"Bobby Brown",0,2017
2017-10-21,"Brandon Paul",0,2017
2017-10-23,"Brandon Paul",0,2017
2017-10-25,"Brandon Paul",0,2017
2017-10-27,"Brandon Paul",0,2017
2017-10-21,"Brice Johnson",0,2017
2017-10-30,"Brice Johnson",0,2017
2017-11-01,"Brice Johnson",0,2017
2017-11-07,"Brice Johnson",0,2017
2017-11-11,"Brice Johnson",0,2017
2017-11-13,"C.J. Williams",0,2017
2017-11-13,"C.J. Williams",0,2017
2017-11-18,"C.J. Williams",0,2017
2017-10-21,"Cedi Osman",0,2017
2017-10-28,"Cedi Osman",0,2017
2017-10-29,"Cedi Osman",0,2017
2017-10-29,"Cedi Osman",0,2017
2017-11-01,"Cedi Osman",0,2017
2017-11-05,"Cedi Osman",0,2017
2017-11-13,"Cedi Osman",0,2017
2017-11-17,"Cedi Osman",0,2017
2017-11-15,"Charles Cooke",0,2017
2017-11-15,"Charles Cooke",0,2017
2017-10-24,"Cheick Diallo",0,2017
2017-10-26,"Cheick Diallo",0,2017
2017-10-28,"Cheick Diallo",0,2017
2017-10-30,"Cheick Diallo",0,2017
2017-10-30,"Cheick Diallo",0,2017
2017-11-11,"Cheick Diallo",0,2017
2017-11-15,"Cheick Diallo",0,2017
2017-11-15,"Cheick Diallo",0,2017
2017-10-29,"Chris McCullough",0,2017
2017-11-11,"Chris McCullough",0,2017
2017-11-13,"Chris McCullough",0,2017
2017-10-24,"Cole Aldrich",0,2017
2017-10-25,"Cole Aldrich",0,2017
2017-11-04,"Cole Aldrich",0,2017
2017-11-04,"Cole Aldrich",0,2017
2017-11-05,"Cole Aldrich",0,2017
2017-10-29,"D.J. Wilson",0,2017
2017-10-31,"D.J. Wilson",0,2017
2017-11-10,"D.J. Wilson",0,2017
2017-11-15,"D.J. Wilson",0,2017
2017-11-18,"D.J. Wilson",0,2017
2017-10-28,"Dakari Johnson",0,2017
2017-10-31,"Dakari Johnson",0,2017
2017-11-10,"Dakari Johnson",0,2017
2017-10-31,"Damien Wilkins",0,2017
2017-11-01,"Damien Wilkins",0,2017
2017-11-10,"Damien Wilkins",0,2017
2017-11-12,"Damien Wilkins",0,2017
2017-10-24,"Damyean Dotson",0,2017
2017-10-27,"Damyean Dotson",0,2017
2017-10-30,"Damyean Dotson",0,2017
2017-11-01,"Damyean Dotson",0,2017
2017-11-08,"Damyean Dotson",0,2017
2017-11-11,"Damyean Dotson",0,2017
2017-11-13,"Damyean Dotson",0,2017
2017-11-17,"Damyean Dotson",0,2017
2017-11-17,"Damyean Dotson",0,2017
2017-10-20,"Daniel Theis",0,2017
2017-10-24,"Daniel Theis",0,2017
2017-11-05,"Darrun Hilliard",0,2017
2017-11-07,"Darrun Hilliard",0,2017
2017-11-11,"Darrun Hilliard",0,2017
2017-10-18,"Demetrius Jackson",0,2017
2017-11-03,"Demetrius Jackson",0,2017
2017-11-05,"Demetrius Jackson",0,2017
2017-11-11,"Demetrius Jackson",0,2017
2017-11-12,"Demetrius Jackson",0,2017
2017-11-14,"Demetrius Jackson",0,2017
2017-11-05,"Derrick Jones Jr.",0,2017
2017-11-10,"Derrick Jones Jr.",0,2017
2017-10-27,"Derrick White",0,2017
2017-10-30,"Derrick White",0,2017
2017-11-02,"Derrick White",0,2017
2017-10-28,"Deyonta Davis",0,2017
2017-11-11,"Deyonta Davis",0,2017
2017-11-18,"Deyonta Davis",0,2017
2017-10-31,"Eric Moreland",0,2017
2017-11-03,"Eric Moreland",0,2017
2017-11-15,"Eric Moreland",0,2017
2017-10-27,"Frank Ntilikina",0,2017
2017-10-24,"Guerschon Yabusele",0,2017
2017-10-30,"Guerschon Yabusele",0,2017
2017-11-01,"Guerschon Yabusele",0,2017
2017-11-05,"Guerschon Yabusele",0,2017
2017-11-10,"Guerschon Yabusele",0,2017
2017-10-24,"Ike Anigbogu",0,2017
2017-10-25,"Ike Anigbogu",0,2017
2017-10-31,"Ike Anigbogu",0,2017
2017-11-10,"Ike Anigbogu",0,2017
2017-11-12,"Ike Anigbogu",0,2017
2017-10-25,"Isaiah Canaan",0,2017
2017-10-23,"Isaiah Taylor",0,2017
2017-11-03,"Jacob Wiley",0,2017
2017-11-07,"Jacob Wiley",0,2017
2017-10-29,"JaKarr Sampson",0,2017
2017-11-17,"Jake Layman",0,2017
2017-11-18,"Jake Layman",0,2017
2017-11-15,"Jalen Jones",0,2017
2017-11-15,"Jalen Jones",0,2017
2017-11-17,"Jalen Jones",0,2017
2017-11-17,"Jalen Jones",0,2017
2017-10-18,"Jarell Martin",0,2017
2017-10-18,"Jarell Martin",0,2017
2017-11-01,"Jawun Evans",0,2017
2017-11-07,"Jawun Evans",0,2017
2017-11-10,"Jawun Evans",0,2017
2017-11-01,"Jeff Withey",0,2017
2017-11-04,"Jeff Withey",0,2017
2017-11-04,"Jeff Withey",0,2017
2017-11-12,"Jeff Withey",0,2017
2017-11-18,"Jeff Withey",0,2017
2017-10-20,"Joe Young",0,2017
2017-10-24,"Joe Young",0,2017
2017-10-25,"Joe Young",0,2017
2017-10-29,"Joe Young",0,2017
2017-10-31,"Joe Young",0,2017
2017-11-03,"Joe Young",0,2017
2017-11-07,"Joe Young",0,2017
2017-11-10,"Joe Young",0,2017
2017-11-12,"Joe Young",0,2017
2017-10-20,"Johnny O'Bryant III",0,2017
2017-10-23,"Jordan Bell",0,2017
2017-10-25,"Jordan Bell",0,2017
2017-10-30,"Jordan Bell",0,2017
2017-10-21,"Jordan Mickey",0,2017
2017-10-23,"Jordan Mickey",0,2017
2017-10-22,"Josh Hart",0,2017
2017-10-22,"Josh Hart",0,2017
2017-10-21,"Josh Huestis",0,2017
2017-10-22,"Josh Huestis",0,2017
2017-10-25,"Josh Huestis",0,2017
2017-10-20,"Josh Magette",0,2017
2017-10-22,"Josh Magette",0,2017
2017-10-26,"Josh Magette",0,2017
2017-10-29,"Josh Magette",0,2017
2017-10-30,"Josh Smith",0,2017
