"","V1","Country","City","AccentCity","Region","Population","Latitude","Longitude"
"1",5072,"ca","toronto","Toronto","08",4612187,43.666667,-79.416667
"2",5192,"ca","vancouver","Vancouver","02",1837970,49.25,-123.133333
"3",5559,"us","alabaster","Alabaster","AL",26738,33.2441667,-86.8163889
"4",5563,"us","albertville","Albertville","AL",18368,34.2675,-86.2088889
"5",5569,"us","alexander city","Alexander City","AL",14993,32.9438889,-85.9538889
"6",5608,"us","anniston","Anniston","AL",23423,33.6597222,-85.8316667
"7",5652,"us","athens","Athens","AL",20470,34.8027778,-86.9716667
"8",5659,"us","auburn","Auburn","AL",49833,32.6097222,-85.4808333
"9",5819,"us","bessemer","Bessemer","AL",28628,33.4016667,-86.9544444
"10",5850,"us","birmingham","Birmingham","AL",231621,33.5205556,-86.8025
"11",6472,"us","cullman","Cullman","AL",14796,34.1747222,-86.8436111
"12",6505,"us","daphne","Daphne","AL",18581,30.6033333,-87.9036111
"13",6534,"us","decatur","Decatur","AL",54621,34.6058333,-86.9833333
"14",6591,"us","dothan","Dothan","AL",61741,31.2230556,-85.3905556
"15",6743,"us","enterprise","Enterprise","AL",22572,31.315,-85.8552778
"16",6758,"us","eufaula","Eufaula","AL",13453,31.8911111,-85.1455556
"17",6786,"us","fairfield","Fairfield","AL",11641,33.4858333,-86.9119444
"18",6790,"us","fairhope","Fairhope","AL",15419,30.5227778,-87.9033333
"19",6857,"us","florence","Florence","AL",35733,34.7997222,-87.6772222
"20",6891,"us","fort payne","Fort Payne","AL",13586,34.4441667,-85.7197222
"21",6946,"us","gadsden","Gadsden","AL",36821,34.0141667,-86.0066667
"22",6965,"us","gardendale","Gardendale","AL",12370,33.66,-86.8127778
"23",7184,"us","hartselle","Hartselle","AL",13089,34.4433333,-86.9352778
"24",7220,"us","helena","Helena","AL",13119,33.2961111,-86.8436111
"25",7323,"us","homewood","Homewood","AL",23815,33.4716667,-86.8008333
"26",7330,"us","hoover","Hoover","AL",66752,33.4052778,-86.8113889
"27",7361,"us","hueytown","Hueytown","AL",15308,33.4511111,-86.9966667
"28",7375,"us","huntsville","Huntsville","AL",167528,34.7302778,-86.5861111
"29",7413,"us","irondale","Irondale","AL",9652,33.5380556,-86.7072222
"30",7436,"us","jacksonville","Jacksonville","AL",8603,33.8136111,-85.7613889
"31",7442,"us","jasper","Jasper","AL",13831,33.8311111,-87.2775
"32",7647,"us","leeds","Leeds","AL",11167,33.5480556,-86.5444444
"33",7805,"us","madison","Madison","AL",37652,34.6991667,-86.7483333
"34",7986,"us","millbrook","Millbrook","AL",14308,32.4797222,-86.3619444
"35",8020,"us","mobile","Mobile","AL",190274,30.6941667,-88.0430556
"36",8040,"us","montgomery","Montgomery","AL",198325,32.3666667,-86.3
"37",8118,"us","mountain brook","Mountain Brook","AL",19509,33.5008333,-86.7522222
"38",8143,"us","muscle shoals","Muscle Shoals","AL",12314,34.7447222,-87.6675
"39",8256,"us","northport","Northport","AL",20574,33.2288889,-87.5772222
"40",8347,"us","opelika","Opelika","AL",23625,32.6452778,-85.3783333
"41",8376,"us","oxford","Oxford","AL",16058,33.6141667,-85.835
"42",8380,"us","ozark","Ozark","AL",14967,31.4588889,-85.6405556
"43",8452,"us","pelham","Pelham","AL",19438,33.2855556,-86.81
"44",8454,"us","pell city","Pell City","AL",10773,33.5861111,-86.2861111
"45",8486,"us","phenix city","Phenix City","AL",28427,32.4708333,-85.0008333
"46",8562,"us","pleasant grove","Pleasant Grove","AL",10440,33.4908333,-86.9702778
"47",8616,"us","prattville","Prattville","AL",28265,32.4638889,-86.4597222
"48",8623,"us","prichard","Prichard","AL",27505,30.7386111,-88.0788889
"49",8903,"us","saraland","Saraland","AL",12660,30.8205556,-88.0705556
"50",8929,"us","scottsboro","Scottsboro","AL",14737,34.6722222,-86.0341667
"51",8957,"us","selma","Selma","AL",18980,32.4072222,-87.0211111
"52",8988,"us","sheffield","Sheffield","AL",9041,34.765,-87.6986111
"53",9256,"us","sylacauga","Sylacauga","AL",12543,33.1730556,-86.2516667
"54",9267,"us","talladega","Talladega","AL",19408,33.4358333,-86.1058333
"55",9382,"us","troy","Troy","AL",13337,31.8086111,-85.97
"56",9384,"us","trussville","Trussville","AL",15903,33.6197222,-86.6088889
"57",9405,"us","tuscaloosa","Tuscaloosa","AL",79816,33.2097222,-87.5691667
"58",9407,"us","tuskegee","Tuskegee","AL",11423,32.4238889,-85.6916667
"59",9442,"us","valley","Valley","AL",8663,32.8186111,-85.1794444
"60",9470,"us","vestavia hills","Vestavia Hills","AL",37988,33.4486111,-86.7877778
"61",9805,"us","anchorage","Anchorage","AK",276263,61.2180556,-149.9002778
"62",9824,"us","barrow","Barrow","AK",4336,71.2905556,-156.7886111
"63",9833,"us","bethel","Bethel","AK",6228,60.7922222,-161.7558333
"64",9904,"us","college","College","AK",11413,64.8569444,-147.8027778
"65",9968,"us","fairbanks","Fairbanks","AK",31351,64.8377778,-147.7163889
"66",10028,"us","homer","Homer","AK",6560,59.6425,-151.5483333
"67",10055,"us","juneau","Juneau","AK",31796,58.3019444,-134.4197222
"68",10079,"us","kenai","Kenai","AK",7610,60.5544444,-151.2583333
"69",10083,"us","ketchikan","Ketchikan","AK",7172,55.3422222,-131.6461111
"70",10100,"us","kodiak","Kodiak","AK",6148,57.79,-152.4072222
"71",10220,"us","nome","Nome","AK",3485,64.5011111,-165.4063889
"72",10252,"us","palmer","Palmer","AK",6585,61.5997222,-149.1127778
"73",10343,"us","sitka","Sitka","AK",8931,57.0530556,-135.33
"74",10350,"us","soldotna","Soldotna","AK",4136,60.4877778,-151.0583333
"75",10359,"us","sterling","Sterling","AK",5173,60.5372222,-150.7647222
"76",10430,"us","wasilla","Wasilla","AK",8521,61.5813889,-149.4394444
"77",10634,"us","apache junction","Apache Junction","AZ",34904,33.415,-111.5488889
"78",10667,"us","avondale","Avondale","AZ",69679,33.4355556,-112.3488889
"79",10767,"us","buckeye","Buckeye","AZ",9039,33.3702778,-112.5830556
"80",10773,"us","bullhead city","Bullhead City","AZ",37989,35.1477778,-114.5675
"81",10805,"us","camp verde","Camp Verde","AZ",10298,34.5636111,-111.8536111
"82",10824,"us","casa grande","Casa Grande","AZ",32138,32.8794444,-111.7566667
"83",10834,"us","casas adobes","Casas Adobes","AZ",77904,32.3233333,-110.9944444
"84",10844,"us","catalina foothills","Catalina Foothills","AZ",71589,32.2977778,-110.9180556
"85",10870,"us","chandler","Chandler","AZ",234297,33.3061111,-111.8405556
"86",10893,"us","chino valley","Chino Valley","AZ",9233,34.7575,-112.4530556
"87",10962,"us","coolidge","Coolidge","AZ",8487,32.9777778,-111.5169444
"88",10986,"us","cottonwood","Cottonwood","AZ",10681,34.7391667,-112.0091667
"89",11074,"us","douglas","Douglas","AZ",16692,31.3444444,-109.5447222
"90",11078,"us","drexel heights","Drexel Heights","AZ",35743,32.1411111,-111.0277778
"91",11106,"us","el mirage","El Mirage","AZ",32308,33.6130556,-112.3238889
"92",11120,"us","eloy","Eloy","AZ",11019,32.7558333,-111.5541667
"93",11151,"us","flagstaff","Flagstaff","AZ",57566,35.1980556,-111.6505556
"94",11154,"us","florence","Florence","AZ",15482,33.0313889,-111.3866667
"95",11159,"us","flowing wells","Flowing Wells","AZ",15339,32.2938889,-111.0091667
"96",11177,"us","fortuna foothills","Fortuna Foothills","AZ",30680,32.6577778,-114.4111111
"97",11179,"us","fountain hills","Fountain Hills","AZ",23116,33.6116667,-111.7166667
"98",11208,"us","gilbert","Gilbert","AZ",170829,33.3527778,-111.7883333
"99",11218,"us","glendale","Glendale","AZ",240112,33.5386111,-112.1852778
"100",11229,"us","goodyear","Goodyear","AZ",42738,33.4352778,-112.3575
"101",11253,"us","green valley","Green Valley","AZ",19310,31.8541667,-110.9930556
"102",11411,"us","kingman","Kingman","AZ",24431,35.1894444,-114.0522222
"103",11452,"us","lake havasu city","Lake Havasu City","AZ",54752,34.4838889,-114.3216667
"104",11538,"us","marana","Marana","AZ",25553,32.4366667,-111.2247222
"105",11568,"us","mesa","Mesa","AZ",449878,33.4222222,-111.8219444
"106",11664,"us","nogales","Nogales","AZ",20707,31.3402778,-110.9336111
"107",11706,"us","oro valley","Oro Valley","AZ",37221,32.3908333,-110.9658333
"108",11745,"us","paradise valley","Paradise Valley","AZ",14400,33.5311111,-111.9419444
"109",11769,"us","payson","Payson","AZ",14737,34.2308333,-111.3244444
"110",11778,"us","peoria","Peoria","AZ",139368,33.5805556,-112.2366667
"111",11790,"us","phoenix","Phoenix","AZ",1428509,33.4483333,-112.0733333
"112",11854,"us","prescott","Prescott","AZ",40136,34.54,-112.4677778
"113",11855,"us","prescott valley","Prescott Valley","AZ",32415,34.61,-112.315
"114",11971,"us","safford","Safford","AZ",8825,32.8338889,-109.7069444
"115",11991,"us","san luis","San Luis","AZ",21793,32.4869444,-114.7813889
"116",12022,"us","scottsdale","Scottsdale","AZ",225796,33.5091667,-111.8983333
"117",12030,"us","sedona","Sedona","AZ",11299,34.8697222,-111.7602778
"118",12060,"us","show low","Show Low","AZ",9564,34.2541667,-110.0291667
"119",12065,"us","sierra vista","Sierra Vista","AZ",41378,31.5544444,-110.3030556
"120",12102,"us","somerton","Somerton","AZ",9466,32.5963889,-114.7088889
"121",12155,"us","sun city","Sun City","AZ",41078,33.5975,-112.2711111
"122",12156,"us","sun city west","Sun City West","AZ",32813,33.6619444,-112.3405556
"123",12203,"us","surprise","Surprise","AZ",65450,33.6305556,-112.3325
"124",12228,"us","tempe","Tempe","AZ",158368,33.4147222,-111.9086111
"125",12305,"us","tucson","Tucson","AZ",518907,32.2216667,-110.9258333
"126",12467,"us","winslow","Winslow","AZ",10003,35.0241667,-110.6966667
"127",12506,"us","yuma","Yuma","AZ",84316,32.7252778,-114.6236111
"128",12577,"us","arkadelphia","Arkadelphia","AR",11062,34.1208333,-93.0536111
"129",12660,"us","batesville","Batesville","AR",9438,35.7697222,-91.6408333
"130",12701,"us","bella vista","Bella Vista","AR",21436,36.4813889,-94.2730556
"131",12715,"us","benton","Benton","AR",24689,34.5644444,-92.5866667
"132",12716,"us","bentonville","Bentonville","AR",31470,36.3727778,-94.2086111
"133",12799,"us","blytheville","Blytheville","AR",16315,35.9272222,-89.9188889
"134",12881,"us","bryant","Bryant","AR",15065,34.5958333,-92.4888889
"135",12925,"us","cabot","Cabot","AR",20555,34.9744444,-92.0163889
"136",12945,"us","camden","Camden","AR",12218,33.5844444,-92.8341667
"137",13119,"us","conway","Conway","AR",51524,35.0886111,-92.4419444
"138",13378,"us","el dorado","El Dorado","AR",20353,33.2075,-92.6661111
"139",13473,"us","fayetteville","Fayetteville","AR",64864,36.0625,-94.1572222
"140",13517,"us","forrest city","Forrest City","AR",14084,35.0080556,-90.7897222
"141",13521,"us","fort smith","Fort Smith","AR",81985,35.3858333,-94.3983333
"142",13757,"us","harrison","Harrison","AR",12468,36.2297222,-93.1075
"143",13873,"us","hope","Hope","AR",10382,33.6669444,-93.5913889
"144",13883,"us","hot springs","Hot Springs","AR",37470,34.5036111,-93.055
"145",13939,"us","jacksonville","Jacksonville","AR",30520,34.8661111,-92.11
"146",13972,"us","jonesboro","Jonesboro","AR",58619,35.8422222,-90.7041667
"147",14155,"us","little rock","Little Rock","AR",184217,34.7463889,-92.2894444
"148",14234,"us","magnolia","Magnolia","AR",10300,33.2669444,-93.2391667
"149",14238,"us","malvern","Malvern","AR",8965,34.3622222,-92.8127778
"150",14259,"us","marion","Marion","AR",9227,35.2144444,-90.1963889
"151",14280,"us","maumelle","Maumelle","AR",13822,34.8666667,-92.4041667
"152",14391,"us","monticello","Monticello","AR",8954,33.6288889,-91.7908333
"153",14442,"us","mountain home","Mountain Home","AR",11798,36.3352778,-92.385
"154",14536,"us","north little rock","North Little Rock","AR",59078,34.7694444,-92.2669444
"155",14654,"us","paragould","Paragould","AR",23450,36.0583333,-90.4972222
"156",14736,"us","pine bluff","Pine Bluff","AR",53217,34.2283333,-92.0030556
"157",14949,"us","rogers","Rogers","AR",45524,36.3319444,-94.1183333
"158",14998,"us","russellville","Russellville","AR",24972,35.2783333,-93.1336111
"159",15055,"us","searcy","Searcy","AR",20154,35.2505556,-91.7361111
"160",15090,"us","sherwood","Sherwood","AR",22495,34.815,-92.2241667
"161",15109,"us","siloam springs","Siloam Springs","AR",14634,36.1880556,-94.5402778
"162",15176,"us","springdale","Springdale","AR",56402,36.1866667,-94.1286111
"163",15224,"us","stuttgart","Stuttgart","AR",9181,34.5002778,-91.5525
"164",15279,"us","texarkana","Texarkana","AR",35315,33.4416667,-94.0375
"165",15394,"us","van buren","Van Buren","AR",20932,35.4366667,-94.3480556
"166",15509,"us","west helena","West Helena","AR",7679,34.5505556,-90.6416667
"167",15513,"us","west memphis","West Memphis","AR",28065,35.1463889,-90.1844444
"168",15682,"us","adelanto","Adelanto","CA",21955,34.5827778,-117.4083333
"169",15692,"us","agoura hills","Agoura Hills","CA",22222,34.1363889,-118.7736111
"170",15705,"us","alameda","Alameda","CA",70443,37.7652778,-122.2405556
"171",15707,"us","alamo","Alamo","CA",17764,37.8502778,-122.0311111
"172",15711,"us","albany","Albany","CA",16144,37.8869444,-122.2966667
"173",15725,"us","alhambra","Alhambra","CA",88386,34.0952778,-118.1261111
"174",15730,"us","aliso viejo","Aliso Viejo","CA",41314,33.6083333,-117.7444444
"175",15742,"us","alondra park","Alondra Park","CA",8028,33.8894444,-118.33
"176",15745,"us","alpine","Alpine","CA",15391,32.835,-116.7655556
"177",15761,"us","altadena","Altadena","CA",43226,34.1897222,-118.1302778
"178",15776,"us","american canyon","American Canyon","CA",15513,38.175,-122.2597222
"179",15781,"us","anaheim","Anaheim","CA",333689,33.8352778,-117.9136111
"180",15784,"us","anderson","Anderson","CA",10684,40.4483333,-122.2966667
"181",15803,"us","antioch","Antioch","CA",106038,38.005,-121.8047222
"182",15809,"us","apple valley","Apple Valley","CA",64271,34.5008333,-117.185
"183",15813,"us","aptos","Aptos","CA",9701,36.9772222,-121.8983333
"184",15824,"us","arcadia","Arcadia","CA",56716,34.1397222,-118.0344444
"185",15825,"us","arcata","Arcata","CA",17199,40.8666667,-124.0816667
"186",15850,"us","arroyo grande","Arroyo Grande","CA",16613,35.1186111,-120.5897222
"187",15854,"us","artesia","Artesia","CA",16992,33.8658333,-118.0822222
"188",15857,"us","arvin","Arvin","CA",14744,35.2091667,-118.8275
"189",15862,"us","ashland","Ashland","CA",23467,37.6947222,-122.1127778
"190",15870,"us","atascadero","Atascadero","CA",27308,35.4894444,-120.6697222
"191",15877,"us","atwater","Atwater","CA",29686,37.3477778,-120.6080556
"192",15880,"us","auburn","Auburn","CA",12523,38.8966667,-121.0758333
"193",15892,"us","avenal","Avenal","CA",16727,36.0041667,-120.1280556
"194",15899,"us","avocado heights","Avocado Heights","CA",15832,34.0361111,-117.9902778
"195",15903,"us","azusa","Azusa","CA",48297,34.1336111,-117.9066667
"196",15912,"us","bakersfield","Bakersfield","CA",291389,35.3733333,-119.0177778
"197",15921,"us","baldwin park","Baldwin Park","CA",80566,34.0852778,-117.96
"198",15941,"us","banning","Banning","CA",30411,33.9255556,-116.8755556
"199",15959,"us","barstow","Barstow","CA",24202,34.8986111,-117.0219444
"200",15978,"us","bay point","Bay Point","CA",24125,38.0291667,-121.9605556
"201",16000,"us","beaumont","Beaumont","CA",18593,33.9294444,-116.9763889
"202",16010,"us","bell","Bell","CA",38335,33.9775,-118.1861111
"203",16011,"us","bell gardens","Bell Gardens","CA",46119,33.9652778,-118.1505556
"204",16022,"us","bellflower","Bellflower","CA",75847,33.8816667,-118.1161111
"205",16027,"us","belmont","Belmont","CA",23998,37.5202778,-122.2747222
"206",16037,"us","benicia","Benicia","CA",26742,38.0494444,-122.1575
"207",16044,"us","berkeley","Berkeley","CA",100158,37.8716667,-122.2716667
"208",16064,"us","beverly hills","Beverly Hills","CA",35355,34.0736111,-118.3994444
"209",16122,"us","bloomington","Bloomington","CA",22003,34.0702778,-117.395
"210",16135,"us","blythe","Blythe","CA",22483,33.6102778,-114.5955556
"211",16161,"us","bonita","Bonita","CA",12520,32.6577778,-117.0291667
"212",16177,"us","bostonia","Bostonia","CA",16168,32.8075,-116.9355556
"213",16209,"us","brawley","Brawley","CA",22185,32.9786111,-115.5294444
"214",16212,"us","brea","Brea","CA",39542,33.9166667,-117.8991667
"215",16217,"us","brentwood","Brentwood","CA",46669,37.9319444,-121.6947222
"216",16279,"us","buena park","Buena Park","CA",79157,33.8675,-117.9972222
"217",16291,"us","burbank","Burbank","CA",104690,34.1808333,-118.3080556
"218",16295,"us","burlingame","Burlingame","CA",26777,37.5841667,-122.365
"219",16332,"us","calabasas","Calabasas","CA",21368,34.1577778,-118.6375
"220",16340,"us","calexico","Calexico","CA",36389,32.6788889,-115.4980556
"221",16346,"us","california city","California City","CA",14780,35.1258333,-117.985
"222",16367,"us","camarillo","Camarillo","CA",62500,34.2163889,-119.0366667
"223",16379,"us","cameron park","Cameron Park","CA",16232,38.6688889,-120.9861111
"224",16399,"us","campbell","Campbell","CA",36529,37.2872222,-121.9488889
"225",16424,"us","canyon lake","Canyon Lake","CA",11582,33.685,-117.2722222
"226",16433,"us","capitola","Capitola","CA",9573,36.9752778,-121.9522222
"227",16442,"us","carlsbad","Carlsbad","CA",91070,33.1580556,-117.3497222
"228",16453,"us","carmichael","Carmichael","CA",50992,38.6172222,-121.3272222
"229",16459,"us","carpinteria","Carpinteria","CA",13786,34.3988889,-119.5175
"230",16465,"us","carson","Carson","CA",95767,33.8313889,-118.2811111
"231",16493,"us","castro valley","Castro Valley","CA",62813,37.6941667,-122.0852778
"232",16496,"us","cathedral city","Cathedral City","CA",52991,33.7797222,-116.4644444
"233",16529,"us","ceres","Ceres","CA",40082,37.595,-120.9566667
"234",16530,"us","cerritos","Cerritos","CA",53305,33.8583333,-118.0638889
"235",16550,"us","charter oak","Charter Oak","CA",9244,34.1030556,-117.845
"236",16561,"us","cherryland","Cherryland","CA",15585,37.6794444,-122.1022222
"237",16564,"us","chico","Chico","CA",70565,39.7286111,-121.8363889
"238",16571,"us","chino","Chino","CA",75494,34.0122222,-117.6880556
"239",16572,"us","chino hills","Chino Hills","CA",78211,33.8936111,-117.7263889
"240",16581,"us","chowchilla","Chowchilla","CA",14898,37.1230556,-120.2591667
"241",16588,"us","chula vista","Chula Vista","CA",213032,32.64,-117.0833333
"242",16600,"us","citrus","Citrus","CA",11308,34.115,-117.8908333
"243",16602,"us","citrus heights","Citrus Heights","CA",89430,38.7072222,-121.28
"244",16611,"us","claremont","Claremont","CA",35368,34.0966667,-117.7188889
"245",16619,"us","clayton","Clayton","CA",11161,37.9411111,-121.9347222
"246",16624,"us","clearlake","Clearlake","CA",14825,38.9583333,-122.6252778
"247",16644,"us","clovis","Clovis","CA",86324,36.8252778,-119.7019444
"248",16646,"us","coachella","Coachella","CA",30755,33.6802778,-116.1730556
"249",16647,"us","coalinga","Coalinga","CA",16331,36.1397222,-120.3591667
"250",16678,"us","colton","Colton","CA",52335,34.0738889,-117.3127778
"251",16684,"us","commerce","Commerce","CA",13684,34.0005556,-118.1588889
"252",16688,"us","compton","Compton","CA",96749,33.8958333,-118.2191667
"253",16694,"us","concord","Concord","CA",125626,37.9780556,-122.03
"254",16717,"us","corcoran","Corcoran","CA",22587,36.0980556,-119.5594444
"255",16726,"us","corona","Corona","CA",152954,33.8752778,-117.5655556
"256",16728,"us","coronado","Coronado","CA",23571,32.6858333,-117.1822222
"257",16734,"us","corte madera","Corte Madera","CA",9154,37.9255556,-122.5263889
"258",16740,"us","costa mesa","Costa Mesa","CA",109250,33.6411111,-117.9177778
"259",16755,"us","country club","Country Club","CA",9670,37.9688889,-121.3397222
"260",16762,"us","covina","Covina","CA",48688,34.09,-117.8894444
"261",16787,"us","crestline","Crestline","CA",11250,34.2419444,-117.2847222
"262",16812,"us","cudahy","Cudahy","CA",25606,33.9605556,-118.1844444
"263",16816,"us","culver city","Culver City","CA",40129,34.0211111,-118.3955556
"264",16822,"us","cupertino","Cupertino","CA",50934,37.3230556,-122.0311111
"265",16836,"us","cypress","Cypress","CA",47371,33.8169444,-118.0363889
"266",16847,"us","daly city","Daly City","CA",98959,37.7058333,-122.4608333
"267",16850,"us","dana point","Dana Point","CA",35870,33.4669444,-117.6972222
"268",16856,"us","danville","Danville","CA",42852,37.8216667,-121.9988889
"269",16867,"us","davis","Davis","CA",65806,38.545,-121.7394444
"270",16926,"us","delano","Delano","CA",44757,35.7688889,-119.2461111
"271",16949,"us","desert hot springs","Desert Hot Springs","CA",18991,33.9611111,-116.5008333
"272",16970,"us","diamond bar","Diamond Bar","CA",58935,34.0286111,-117.8094444
"273",16979,"us","dinuba","Dinuba","CA",18511,36.5433333,-119.3861111
"274",16985,"us","dixon","Dixon","CA",16244,38.4455556,-121.8222222
"275",17021,"us","downey","Downey","CA",111862,33.94,-118.1316667
"276",17032,"us","duarte","Duarte","CA",22521,34.1394444,-117.9763889
"277",17033,"us","dublin","Dublin","CA",38805,37.7022222,-121.9347222
"278",17076,"us","east foothills","East Foothills","CA",8141,37.3811111,-121.8163889
"279",17079,"us","east hemet","East Hemet","CA",13876,33.74,-116.9380556
"280",17082,"us","east la mirada","East La Mirada","CA",9764,33.9244444,-117.9880556
"281",17083,"us","east los angeles","East Los Angeles","CA",125157,34.0238889,-118.1711111
"282",17087,"us","east palo alto","East Palo Alto","CA",32906,37.4688889,-122.14
"283",17135,"us","el cajon","El Cajon","CA",94807,32.7947222,-116.9616667
"284",17140,"us","el centro","El Centro","CA",38323,32.7919444,-115.5622222
"285",17141,"us","el cerrito","El Cerrito","CA",23192,37.9158333,-122.3105556
"286",17152,"us","el monte","El Monte","CA",125372,34.0686111,-118.0266667
"287",17162,"us","el segundo","El Segundo","CA",16710,33.9191667,-118.4155556
"288",17165,"us","el sobrante","El Sobrante","CA",13790,37.9772222,-122.2941667
"289",17181,"us","elk grove","Elk Grove","CA",94497,38.4088889,-121.3705556
"290",17211,"us","encinitas","Encinitas","CA",61585,33.0369444,-117.2911111
"291",17226,"us","escondido","Escondido","CA",137119,33.1191667,-117.0855556
"292",17243,"us","eureka","Eureka","CA",25626,40.8022222,-124.1625
"293",17249,"us","exeter","Exeter","CA",10078,36.2961111,-119.1411111
"294",17252,"us","fair oaks","Fair Oaks","CA",28989,38.6447222,-121.2711111
"295",17257,"us","fairfield","Fairfield","CA",105741,38.2494444,-122.0388889
"296",17263,"us","fairview","Fairview","CA",9822,37.6786111,-122.0447222
"297",17269,"us","fallbrook","Fallbrook","CA",33617,33.3763889,-117.2502778
"298",17279,"us","farmersville","Farmersville","CA",9743,36.2977778,-119.2058333
"299",17312,"us","fillmore","Fillmore","CA",15386,34.3991667,-118.9172222
"300",17338,"us","florin","Florin","CA",29808,38.4961111,-121.4077778
"301",17348,"us","folsom","Folsom","CA",67953,38.6780556,-121.175
"302",17351,"us","fontana","Fontana","CA",169160,34.0922222,-117.4341667
"303",17353,"us","foothill farms","Foothill Farms","CA",17828,38.6763889,-121.3352778
"304",17387,"us","fortuna","Fortuna","CA",11162,40.5983333,-124.1561111
"305",17389,"us","foster city","Foster City","CA",28532,37.5586111,-122.27
"306",17393,"us","fountain valley","Fountain Valley","CA",56133,33.7091667,-117.9527778
"307",17415,"us","fremont","Fremont","CA",202615,37.5483333,-121.9875
"308",17424,"us","fresno","Fresno","CA",465183,36.7477778,-119.7713889
"309",17441,"us","fullerton","Fullerton","CA",135353,33.8702778,-117.9244444
"310",17451,"us","galt","Galt","CA",23997,38.2547222,-121.2988889
"311",17454,"us","garden acres","Garden Acres","CA",10523,37.9638889,-121.2283333
"312",17456,"us","garden grove","Garden Grove","CA",167232,33.7738889,-117.9405556
"313",17458,"us","gardena","Gardena","CA",60915,33.8883333,-118.3080556
"314",17494,"us","gilroy","Gilroy","CA",45309,37.0058333,-121.5672222
"315",17499,"us","glen avon","Glen Avon","CA",16249,34.0116667,-117.4838889
"316",17510,"us","glendale","Glendale","CA",203201,34.1425,-118.2541667
"317",17512,"us","glendora","Glendora","CA",51541,34.1361111,-117.8644444
"318",17547,"us","goleta","Goleta","CA",28351,34.4358333,-119.8266667
"319",17549,"us","gonzales","Gonzales","CA",9054,36.5066667,-121.4433333
"320",17571,"us","grand terrace","Grand Terrace","CA",12518,34.0338889,-117.3127778
"321",17587,"us","grass valley","Grass Valley","CA",12297,39.2191667,-121.06
"322",17607,"us","greenfield","Greenfield","CA",13117,36.3208333,-121.2427778
"323",17629,"us","grover beach","Grover Beach","CA",12974,35.1216667,-120.6202778
"324",17648,"us","hacienda heights","Hacienda Heights","CA",54289,33.9930556,-117.9677778
"325",17660,"us","half moon bay","Half Moon Bay","CA",12423,37.4636111,-122.4275
"326",17680,"us","hanford","Hanford","CA",47648,36.3275,-119.6447222
"327",17730,"us","hawaiian gardens","Hawaiian Gardens","CA",15652,33.8313889,-118.0719444
"328",17735,"us","hawthorne","Hawthorne","CA",87083,33.9163889,-118.3516667
"329",17743,"us","hayward","Hayward","CA",140494,37.6688889,-122.0797222
"330",17746,"us","healdsburg","Healdsburg","CA",11360,38.6105556,-122.8680556
"331",17761,"us","hemet","Hemet","CA",69039,33.7475,-116.9711111
"332",17771,"us","hercules","Hercules","CA",23819,38.0172222,-122.2875
"333",17775,"us","hermosa beach","Hermosa Beach","CA",19825,33.8622222,-118.3986111
"334",17779,"us","hesperia","Hesperia","CA",73640,34.4263889,-117.3
"335",17805,"us","highland","Highland","CA",51312,34.1283333,-117.2077778
"336",17821,"us","hillsborough","Hillsborough","CA",10374,37.5741667,-122.3783333
"337",17844,"us","hollister","Hollister","CA",37485,36.8525,-121.4005556
"338",17911,"us","huntington beach","Huntington Beach","CA",195968,33.6602778,-117.9983333
"339",17914,"us","huntington park","Huntington Park","CA",63831,33.9816667,-118.2241667
"340",17936,"us","imperial","Imperial","CA",10268,32.8475,-115.5686111
"341",17937,"us","imperial beach","Imperial Beach","CA",27091,32.5838889,-117.1122222
"342",17953,"us","indio","Indio","CA",65955,33.7205556,-116.2147222
"343",17959,"us","inglewood","Inglewood","CA",116158,33.9616667,-118.3522222
"344",17982,"us","irvine","Irvine","CA",189297,33.6694444,-117.8222222
"345",17988,"us","isla vista","Isla Vista","CA",17716,34.4133333,-119.86
"346",18108,"us","kerman","Kerman","CA",10647,36.7236111,-120.0588889
"347",18132,"us","king city","King City","CA",11431,36.2127778,-121.125
"348",18136,"us","kingsburg","Kingsburg","CA",11413,36.5138889,-119.5530556
"349",18176,"us","la canada flintridge","La Canada Flintridge","CA",21293,34.1991667,-118.1869444
"350",18187,"us","la habra","La Habra","CA",59654,33.9319444,-117.9452778
"351",18196,"us","la mesa","La Mesa","CA",54087,32.7677778,-117.0222222
"352",18197,"us","la mirada","La Mirada","CA",49963,33.9172222,-118.0111111
"353",18199,"us","la palma","La Palma","CA",16169,33.8463889,-118.0458333
"354",18205,"us","la presa","La Presa","CA",35119,32.7080556,-116.9963889
"355",18206,"us","la puente","La Puente","CA",42605,34.02,-117.9486111
"356",18207,"us","la quinta","La Quinta","CA",37690,33.6633333,-116.3091667
"357",18208,"us","la riviera","La Riviera","CA",10104,38.5669444,-121.3558333
"358",18213,"us","la verne","La Verne","CA",33698,34.1008333,-117.7669444
"359",18220,"us","lafayette","Lafayette","CA",24780,37.8858333,-122.1169444
"360",18223,"us","laguna beach","Laguna Beach","CA",24181,33.5422222,-117.7822222
"361",18224,"us","laguna hills","Laguna Hills","CA",30843,33.6125,-117.7119444
"362",18226,"us","laguna niguel","Laguna Niguel","CA",66291,33.5225,-117.7066667
"363",18229,"us","laguna woods","Laguna Woods","CA",19862,33.6102778,-117.7244444
"364",18241,"us","lake elsinore","Lake Elsinore","CA",40630,33.6680556,-117.3263889
